artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,language,user_name,played_at
Garmiani,Bomb A Drop,5HJqLDDjgdhON8LL9U3Oa3,52,2016,progressive electro house,0.675,0.992,7,-0.5329999999999999,0,0.0605,0.0022,0.221,0.387,0.483,128.034,158555,Indonesian,SongJung,2025-02-09T01:18:23.7222Z
R. Nait,Defaulter,260lfDzVnZHXmIXIvKUNVz,55,2019,hip hop,0.7609999999999999,0.846,9,-2.393,0,0.287,0.251,0.0,0.324,0.7929999999999999,171.99599999999995,201745,Indonesian,SongJung,2025-02-08T16:02:42.7222Z
Bassjackers,"Mush, Mush (2019 Reboot)",1yCHawhY9WibtJ1XOJ16ET,47,2019,electro house,0.8490000000000001,0.746,1,-6.189,1,0.129,0.00129,0.8420000000000001,0.0209,0.586,128.014,202500,Vietnamese,SongJung,2025-02-08T03:08:10.7222Z
Armin van Buuren,Blah Blah Blah,0tp6mwUt99QnfY95T30Lqj,63,2018,electro house,0.378,0.963,5,-3.911,0,0.0682,0.00882,0.00357,0.294,0.16,103.406,183519,Indonesian,SongJung,2025-02-06T21:51:28.7222Z
Deep Jandu,Red Light,2jfCswkC4mcvMZ72QB8BiE,43,2019,hip hop,0.603,0.758,6,-6.388999999999999,0,0.191,0.0308,0.0,0.863,0.8270000000000001,86.652,188108,Indonesian,SongJung,2025-02-06T11:58:57.7254Z
GOT7,THURSDAY,3v5BOhyPrVQN7PYE6JnY7j,63,2019,dance pop,0.6779999999999999,0.787,1,-4.7410000000000005,0,0.0452,0.147,0.0,0.0799,0.471,158.014,206578,Korean,SongJung,2025-02-06T06:13:07.7254Z
SUNMI,Heroine,5gA9Xn8oPts2aewPgxVkPD,62,2018,dance pop,0.6729999999999999,0.782,7,-3.911,1,0.0404,0.0582,1.4e-06,0.391,0.609,121.991,195000,Korean,SongJung,2025-02-06T02:16:14.7222Z
TWICE,YES or YES,1S6zXoXhfalX2ETKo337Md,7,2018,dance pop,0.7020000000000001,0.913,11,-2.977,1,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,237685,Korean,SongJung,2025-02-06T01:26:22.7254Z
Sandro Silva,Payback - Original Mix,4655ITqZ6CKFqnLI9d5iyS,12,2013,electro house,0.264,0.981,6,-2.909,0,0.0526,0.000873,0.384,0.112,0.23,127.87,277509,Vietnamese,SongJung,2025-02-05T18:10:59.7254Z
Armin van Buuren,Blah Blah Blah,2xkrujtSjZz7EKAYGbIIzH,68,2018,pop edm,0.612,0.963,5,-3.912,0,0.0531,0.00897,0.00378,0.294,0.179,138.009,183519,Indonesian,SongJung,2025-02-05T15:25:51.7254Z
Monsta X,Play It Cool,0gxkqxGiLg1ylKzgToCcHY,56,2019,dance pop,0.8170000000000001,0.82,0,-3.404,1,0.194,0.0125,0.0,0.0793,0.422,120.012,186799,Korean,SongJung,2025-02-05T13:21:44.7254Z
DIVINE,Farak,0wcvsHMMrwA1Ah47RDJpdj,54,2017,hip hop,0.7120000000000001,0.6920000000000001,6,-4.29,0,0.274,0.153,0.0,0.205,0.326,95.025,188348,Indonesian,SongJung,2025-02-05T09:38:44.7254Z
Sikander Kahlon,Denzel (feat. Andy Grewal),2fCB9ONCcLPVBlsr3v39eJ,29,2018,hip hop,0.708,0.583,5,-7.067,0,0.121,0.27,0.0,0.337,0.8170000000000001,81.032,220707,Indonesian,SongJung,2025-02-04T15:31:25.7254Z
Blasterjaxx,Echo - Original Mix,48G3g0cNjZZLwRTTcBbc1u,1,2014,electro house,0.746,0.698,2,-6.9620000000000015,0,0.0424,0.078,0.8809999999999999,0.148,0.234,127.977,335630,Vietnamese,SongJung,2025-02-04T04:37:10.7254Z
gugudan,Not That Type,0dHWWPN5XGWotUnM57QQZK,54,2018,dance pop,0.7290000000000001,0.926,7,-2.129,1,0.108,0.0796,9.14e-06,0.152,0.743,110.05,191994,Vietnamese,SongJung,2025-02-03T11:46:34.7254Z
America,Ventura Highway,4wumYSGWMGz0EZazVy9sRd,39,1972,classic rock,0.612,0.7609999999999999,2,-5.928999999999999,1,0.0283,0.104,0.0002,0.122,0.838,130.707,211680,Indonesian,SongJung,2025-02-02T00:07:05.7254Z
Stray Kids,MIROH,7GEBsTTF3o7QW4DuxkGcnE,45,2019,dance pop,0.563,0.979,9,-3.104,1,0.104,0.00911,0.0,0.249,0.503,126.063,207617,Korean,SongJung,2025-02-01T18:45:34.7254Z
Hindia,Secukupnya,5drW6PGRxkE6MxttzVLNk5,72,2019,latin pop,0.731,0.7959999999999999,9,-5.098,0,0.0344,0.19,0.0606,0.354,0.933,102.006,205466,Indonesian,SongJung,2025-01-30T00:31:50.7254Z
ASADI,Caspian,5aZaJ7puWEEwKDJg0GjsIb,41,2018,trap,0.524,0.745,2,-5.763,1,0.339,0.0293,0.000307,0.321,0.413,153.82399999999996,202648,Vietnamese,SongJung,2025-01-28T04:43:47.7254Z
Pretty Lights,One Day They'll Know (ODESZA Remix),4n6z0yh2ZpoGh0RNyGVu52,56,2013,indie poptimism,0.465,0.7140000000000001,11,-6.6110000000000015,0,0.0317,0.00591,0.624,0.16,0.294,140.026,260571,Indonesian,SongJung,2025-01-28T02:56:58.7254Z
Bassjackers,Savior - Radio Edit,0yHOOuKhe57iSzS2TbxSKN,49,2014,big room,0.747,0.882,5,-3.317,0,0.0543,0.000322,0.218,0.351,0.308,128.095,170171,Vietnamese,SongJung,2025-01-25T17:37:11.7222Z
Garry Sandhu,Illegal Weapon,3Oe3VdPn6rAueriQvFhCBA,63,2017,hip hop,0.8140000000000001,0.6659999999999999,6,-6.555,1,0.0635,0.488,4.23e-05,0.108,0.7140000000000001,94.02,230000,Indonesian,SongJung,2025-01-24T20:11:33.7254Z
OTR,Dawn - ford. Remix,7oKw3kidzKqhrKsNWNakkl,49,2018,electro house,0.738,0.515,10,-8.304,1,0.0521,0.221,0.883,0.0855,0.113,84.988,192000,Indonesian,SongJung,2025-01-24T18:53:54.7254Z
Quintino,Go Hard,7qBj3Uyq1viGgNVHMwY00D,0,2014,electro house,0.82,0.875,1,-3.711,1,0.0517,0.000657,0.757,0.0567,0.0605,128.007,275583,Vietnamese,SongJung,2025-01-24T09:48:56.7254Z
David Guetta,Metropolis,2x6hopxvQkOzZTBdEMyUO2,40,2012,electro house,0.691,0.982,2,-2.894,1,0.13,0.00301,0.195,0.244,0.364,128.03,330013,Vietnamese,SongJung,2025-01-23T02:23:01.7254Z
potsu,bossa uh,0CNuKKi6MHrr8DqYtpzbCD,50,2019,tropical,0.505,0.355,7,-12.963,1,0.092,0.474,0.00471,0.0949,0.162,159.862,210058,Vietnamese,SongJung,2025-01-22T21:43:33.7222Z
Bohemia,Same Beef,65c6VCikt7f5sAS1heoYQC,64,2019,hip hop,0.779,0.8540000000000001,9,-4.958,1,0.219,0.0462,0.0,0.21,0.379,91.992,290360,Indonesian,SongJung,2025-01-22T20:20:40.7222Z
Timmy Trumpet,The Prophecy,1IKkETDWIYawx8zgRaQwPL,61,2018,big room,0.273,0.8959999999999999,1,-4.705,1,0.0913,0.000841,0.357,0.305,0.0631,137.99200000000002,190870,Vietnamese,SongJung,2025-01-22T11:20:33.7254Z
Afrojack,Faded,5fp6j7TdmXpmKM6QEDL6ZA,0,2014,electro house,0.621,0.924,7,-5.16,1,0.0448,0.00635,0.797,0.187,0.64,127.916,188134,Vietnamese,SongJung,2025-01-21T12:40:51.7254Z
DIVINE,Jungli Sher,04i2uLdBAfCSYjQzZqspDa,48,2016,hip hop,0.597,0.748,0,-5.9060000000000015,1,0.223,0.0448,0.0,0.626,0.73,165.907,186943,Indonesian,SongJung,2025-01-20T21:23:02.7222Z
Queen,Mustapha - Remastered 2011,3uaVLkgDqlYy153yFBUVtl,43,1978,album rock,0.595,0.628,5,-9.902,0,0.123,0.48,2.64e-06,0.0709,0.485,152.74200000000005,181027,Indonesian,SongJung,2025-01-19T15:55:17.7254Z
Muhfaad,Sach Too Much hai,1yZfyNarqiwD8eJBswXplK,37,2016,hip hop,0.5479999999999999,0.534,9,-10.493,1,0.342,0.0898,0.0,0.138,0.192,155.872,224679,Indonesian,SongJung,2025-01-18T23:05:54.7254Z
Baani Sandhu,8 Parche,42ETKyApzUl8hTtytFAjen,67,2019,hip hop,0.652,0.862,8,-2.29,0,0.206,0.161,0.0,0.203,0.727,173.859,210000,Indonesian,SongJung,2025-01-18T10:24:02.7254Z
Hardwell,Spaceman - Carnage Festival Trap Remix,5QcSDOm6mcvFDl7KBT1fHv,54,2012,trap,0.7120000000000001,0.4970000000000001,11,-8.976,1,0.0777,0.0235,0.768,0.101,0.238,139.987,234160,Vietnamese,SongJung,2025-01-18T04:04:30.7254Z
HyunA,How's This,0Zb4u1riI2E30ay5pVYAUW,0,2016,pop edm,0.746,0.917,6,-2.182,1,0.0542,0.0225,0.0,0.0527,0.72,100.01,199210,Korean,SongJung,2025-01-18T01:27:00.7254Z
BTS,DNA,5SE57ljOIUJ1ybL9U6CuBH,71,2017,dance pop,0.598,0.775,1,-4.035,0,0.0545,0.022,0.0,0.0677,0.687,129.819,223123,Korean,SongJung,2025-01-17T09:04:51.7254Z
Blasterjaxx,Titan - Original Mix,1NZMIqv8Rxp66PGFV6i2fb,0,2014,electro house,0.6829999999999999,0.935,1,-4.63,0,0.0452,0.00314,0.7909999999999999,0.0724,0.353,127.968,361870,Vietnamese,SongJung,2025-01-16T22:22:08.7222Z
Badshah,Aise Na Dekh Mujhe,5IJM4mXrz77UItcvVfq7CM,37,2018,hip hop,0.831,0.773,0,-3.657,1,0.207,0.0826,0.0,0.146,0.78,94.026,176808,Indonesian,SongJung,2025-01-16T13:30:02.7254Z
HyunA,Red,0BTAWeXFNhgAYixu5YGtE8,0,2014,pop edm,0.585,0.92,9,-1.862,1,0.0799,0.00293,0.0,0.4,0.562,163.77100000000004,199800,Korean,SongJung,2025-01-15T19:45:08.7254Z
2NE1,I Am the Best (내가 제일 잘 나가),0JMok6kVfl3Cfy2kuz3Mg6,2,2011,pop edm,0.821,0.847,0,-3.721,1,0.0387,0.00772,0.0032,0.0482,0.7120000000000001,127.986,210733,Vietnamese,SongJung,2025-01-14T14:34:05.7254Z
